country,year,value,category,sex,indicator,unit,source
Austria,1970,1.4,total,all,mean_age_first_marriage,‰,OECD
Belgium,1970,0.7,total,all,mean_age_first_marriage,‰,OECD
Czechia,1970,2.2,total,all,mean_age_first_marriage,‰,OECD
Denmark,1970,1.9,total,all,mean_age_first_marriage,‰,OECD
Finland,1970,1.3,total,all,mean_age_first_marriage,‰,OECD
Germany,1970,1.3,total,all,mean_age_first_marriage,‰,OECD
Hungary,1970,2.2,total,all,mean_age_first_marriage,‰,OECD
Japan,1970,0.9,total,all,mean_age_first_marriage,‰,OECD
Korea,1970,0.4,total,all,mean_age_first_marriage,‰,OECD
Latvia,1970,4.6,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1970,2.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1970,0.6,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1970,0.8,total,all,mean_age_first_marriage,‰,OECD
Norway,1970,0.9,total,all,mean_age_first_marriage,‰,OECD
Poland,1970,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1970,0.1,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1970,0.8,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1970,1.1,total,all,mean_age_first_marriage,‰,OECD
Sweden,1970,1.6,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1970,1.0,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1970,1.2,total,all,mean_age_first_marriage,‰,OECD
Croatia,1970,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1970,0.4,total,all,mean_age_first_marriage,‰,OECD
Austria,1971,1.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1971,0.7,total,all,mean_age_first_marriage,‰,OECD
Czechia,1971,2.4,total,all,mean_age_first_marriage,‰,OECD
Denmark,1971,2.7,total,all,mean_age_first_marriage,‰,OECD
Finland,1971,1.6,total,all,mean_age_first_marriage,‰,OECD
Germany,1971,1.4,total,all,mean_age_first_marriage,‰,OECD
Hungary,1971,2.3,total,all,mean_age_first_marriage,‰,OECD
Japan,1971,1.0,total,all,mean_age_first_marriage,‰,OECD
Korea,1971,0.3,total,all,mean_age_first_marriage,‰,OECD
Latvia,1971,4.6,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1971,2.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1971,0.7,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1971,0.9,total,all,mean_age_first_marriage,‰,OECD
Norway,1971,1.0,total,all,mean_age_first_marriage,‰,OECD
Poland,1971,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1971,0.1,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1971,1.0,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1971,1.1,total,all,mean_age_first_marriage,‰,OECD
Sweden,1971,1.7,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1971,1.1,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1971,1.1,total,all,mean_age_first_marriage,‰,OECD
Croatia,1971,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1971,0.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1972,1.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1972,0.8,total,all,mean_age_first_marriage,‰,OECD
Czechia,1972,2.3,total,all,mean_age_first_marriage,‰,OECD
Denmark,1972,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1972,1.8,total,all,mean_age_first_marriage,‰,OECD
Germany,1972,1.5,total,all,mean_age_first_marriage,‰,OECD
Hungary,1972,2.3,total,all,mean_age_first_marriage,‰,OECD
Japan,1972,1.0,total,all,mean_age_first_marriage,‰,OECD
Korea,1972,0.4,total,all,mean_age_first_marriage,‰,OECD
Latvia,1972,4.5,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1972,2.3,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1972,0.8,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1972,1.1,total,all,mean_age_first_marriage,‰,OECD
Norway,1972,1.0,total,all,mean_age_first_marriage,‰,OECD
Poland,1972,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1972,0.1,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1972,0.9,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1972,1.1,total,all,mean_age_first_marriage,‰,OECD
Sweden,1972,1.9,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1972,1.2,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1972,1.2,total,all,mean_age_first_marriage,‰,OECD
Croatia,1972,1.3,total,all,mean_age_first_marriage,‰,OECD
Romania,1972,0.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1973,1.3,total,all,mean_age_first_marriage,‰,OECD
Belgium,1973,0.9,total,all,mean_age_first_marriage,‰,OECD
Czechia,1973,2.5,total,all,mean_age_first_marriage,‰,OECD
Denmark,1973,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1973,1.9,total,all,mean_age_first_marriage,‰,OECD
Germany,1973,1.6,total,all,mean_age_first_marriage,‰,OECD
Hungary,1973,2.4,total,all,mean_age_first_marriage,‰,OECD
Japan,1973,1.0,total,all,mean_age_first_marriage,‰,OECD
Korea,1973,0.4,total,all,mean_age_first_marriage,‰,OECD
Latvia,1973,4.8,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1973,2.5,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1973,0.8,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1973,1.3,total,all,mean_age_first_marriage,‰,OECD
Norway,1973,1.2,total,all,mean_age_first_marriage,‰,OECD
Poland,1973,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,1973,0.1,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1973,0.9,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1973,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,1973,2.0,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1973,1.3,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1973,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1973,1.3,total,all,mean_age_first_marriage,‰,OECD
Romania,1973,0.7,total,all,mean_age_first_marriage,‰,OECD
Austria,1974,1.4,total,all,mean_age_first_marriage,‰,OECD
Belgium,1974,1.0,total,all,mean_age_first_marriage,‰,OECD
Czechia,1974,2.5,total,all,mean_age_first_marriage,‰,OECD
Denmark,1974,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1974,2.1,total,all,mean_age_first_marriage,‰,OECD
Germany,1974,1.8,total,all,mean_age_first_marriage,‰,OECD
Hungary,1974,2.3,total,all,mean_age_first_marriage,‰,OECD
Japan,1974,1.0,total,all,mean_age_first_marriage,‰,OECD
Korea,1974,0.4,total,all,mean_age_first_marriage,‰,OECD
Latvia,1974,4.9,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1974,2.5,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1974,0.8,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1974,1.4,total,all,mean_age_first_marriage,‰,OECD
Norway,1974,1.3,total,all,mean_age_first_marriage,‰,OECD
Poland,1974,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,1974,0.1,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1974,1.2,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1974,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,1974,3.3,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1974,1.3,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1974,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1974,1.4,total,all,mean_age_first_marriage,‰,OECD
Romania,1974,0.9,total,all,mean_age_first_marriage,‰,OECD
Austria,1975,1.4,total,all,mean_age_first_marriage,‰,OECD
Belgium,1975,1.1,total,all,mean_age_first_marriage,‰,OECD
Czechia,1975,2.6,total,all,mean_age_first_marriage,‰,OECD
Denmark,1975,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1975,2.0,total,all,mean_age_first_marriage,‰,OECD
Germany,1975,1.9,total,all,mean_age_first_marriage,‰,OECD
Hungary,1975,2.5,total,all,mean_age_first_marriage,‰,OECD
Japan,1975,1.1,total,all,mean_age_first_marriage,‰,OECD
Korea,1975,0.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1975,4.8,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1975,2.7,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1975,0.6,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1975,1.5,total,all,mean_age_first_marriage,‰,OECD
Norway,1975,1.4,total,all,mean_age_first_marriage,‰,OECD
Poland,1975,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,1975,0.2,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1975,1.3,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1975,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,1975,3.1,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1975,1.4,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1975,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1975,1.3,total,all,mean_age_first_marriage,‰,OECD
Romania,1975,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,1976,1.5,total,all,mean_age_first_marriage,‰,OECD
Belgium,1976,1.3,total,all,mean_age_first_marriage,‰,OECD
Czechia,1976,2.5,total,all,mean_age_first_marriage,‰,OECD
Denmark,1976,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1976,2.1,total,all,mean_age_first_marriage,‰,OECD
Germany,1976,2.0,total,all,mean_age_first_marriage,‰,OECD
Hungary,1976,2.6,total,all,mean_age_first_marriage,‰,OECD
Japan,1976,1.1,total,all,mean_age_first_marriage,‰,OECD
Korea,1976,0.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1976,5.0,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1976,2.9,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1976,1.0,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1976,1.5,total,all,mean_age_first_marriage,‰,OECD
Norway,1976,1.4,total,all,mean_age_first_marriage,‰,OECD
Poland,1976,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1976,0.5,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1976,1.3,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1976,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,1976,2.6,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1976,1.5,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1976,1.3,total,all,mean_age_first_marriage,‰,OECD
Croatia,1976,1.3,total,all,mean_age_first_marriage,‰,OECD
Romania,1976,1.7,total,all,mean_age_first_marriage,‰,OECD
Austria,1977,1.5,total,all,mean_age_first_marriage,‰,OECD
Belgium,1977,1.3,total,all,mean_age_first_marriage,‰,OECD
Czechia,1977,2.5,total,all,mean_age_first_marriage,‰,OECD
Denmark,1977,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1977,2.1,total,all,mean_age_first_marriage,‰,OECD
Germany,1977,1.5,total,all,mean_age_first_marriage,‰,OECD
Hungary,1977,2.6,total,all,mean_age_first_marriage,‰,OECD
Japan,1977,1.1,total,all,mean_age_first_marriage,‰,OECD
Korea,1977,0.6,total,all,mean_age_first_marriage,‰,OECD
Latvia,1977,5.1,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1977,3.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1977,1.1,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1977,1.6,total,all,mean_age_first_marriage,‰,OECD
Norway,1977,1.5,total,all,mean_age_first_marriage,‰,OECD
Poland,1977,1.2,total,all,mean_age_first_marriage,‰,OECD
Portugal,1977,0.8,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1977,1.2,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1977,1.3,total,all,mean_age_first_marriage,‰,OECD
Sweden,1977,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1977,1.7,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1977,1.5,total,all,mean_age_first_marriage,‰,OECD
Croatia,1977,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1977,1.2,total,all,mean_age_first_marriage,‰,OECD
Austria,1978,1.6,total,all,mean_age_first_marriage,‰,OECD
Belgium,1978,1.4,total,all,mean_age_first_marriage,‰,OECD
Czechia,1978,2.6,total,all,mean_age_first_marriage,‰,OECD
Denmark,1978,2.6,total,all,mean_age_first_marriage,‰,OECD
Finland,1978,2.2,total,all,mean_age_first_marriage,‰,OECD
Germany,1978,1.0,total,all,mean_age_first_marriage,‰,OECD
Hungary,1978,2.7,total,all,mean_age_first_marriage,‰,OECD
Japan,1978,1.2,total,all,mean_age_first_marriage,‰,OECD
Korea,1978,0.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1978,5.1,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1978,3.0,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1978,1.5,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1978,1.6,total,all,mean_age_first_marriage,‰,OECD
Norway,1978,1.5,total,all,mean_age_first_marriage,‰,OECD
Poland,1978,1.0,total,all,mean_age_first_marriage,‰,OECD
Portugal,1978,0.7,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1978,1.3,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1978,1.4,total,all,mean_age_first_marriage,‰,OECD
Sweden,1978,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1978,1.7,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1978,1.4,total,all,mean_age_first_marriage,‰,OECD
Croatia,1978,1.3,total,all,mean_age_first_marriage,‰,OECD
Romania,1978,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1979,1.7,total,all,mean_age_first_marriage,‰,OECD
Belgium,1979,1.4,total,all,mean_age_first_marriage,‰,OECD
Czechia,1979,2.5,total,all,mean_age_first_marriage,‰,OECD
Denmark,1979,2.5,total,all,mean_age_first_marriage,‰,OECD
Finland,1979,2.1,total,all,mean_age_first_marriage,‰,OECD
Germany,1979,1.6,total,all,mean_age_first_marriage,‰,OECD
Hungary,1979,2.6,total,all,mean_age_first_marriage,‰,OECD
Japan,1979,1.2,total,all,mean_age_first_marriage,‰,OECD
Korea,1979,0.5,total,all,mean_age_first_marriage,‰,OECD
Latvia,1979,5.5,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1979,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1979,1.2,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1979,1.7,total,all,mean_age_first_marriage,‰,OECD
Norway,1979,1.6,total,all,mean_age_first_marriage,‰,OECD
Poland,1979,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1979,0.6,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1979,1.2,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1979,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,1979,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1979,1.7,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1979,1.4,total,all,mean_age_first_marriage,‰,OECD
Croatia,1979,1.1,total,all,mean_age_first_marriage,‰,OECD
Romania,1979,1.6,total,all,mean_age_first_marriage,‰,OECD
Austria,1980,1.8,total,all,mean_age_first_marriage,‰,OECD
Belgium,1980,1.5,total,all,mean_age_first_marriage,‰,OECD
Czechia,1980,2.6,total,all,mean_age_first_marriage,‰,OECD
Denmark,1980,2.7,total,all,mean_age_first_marriage,‰,OECD
Finland,1980,2.0,total,all,mean_age_first_marriage,‰,OECD
Germany,1980,1.8,total,all,mean_age_first_marriage,‰,OECD
Hungary,1980,2.6,total,all,mean_age_first_marriage,‰,OECD
Japan,1980,1.2,total,all,mean_age_first_marriage,‰,OECD
Korea,1980,0.6,total,all,mean_age_first_marriage,‰,OECD
Latvia,1980,5.0,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1980,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1980,1.6,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1980,1.8,total,all,mean_age_first_marriage,‰,OECD
Norway,1980,1.6,total,all,mean_age_first_marriage,‰,OECD
Poland,1980,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1980,0.6,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1980,1.3,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1980,1.2,total,all,mean_age_first_marriage,‰,OECD
Sweden,1980,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1980,1.7,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1980,1.5,total,all,mean_age_first_marriage,‰,OECD
Croatia,1980,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1980,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1981,1.8,total,all,mean_age_first_marriage,‰,OECD
Belgium,1981,1.6,total,all,mean_age_first_marriage,‰,OECD
Czechia,1981,2.7,total,all,mean_age_first_marriage,‰,OECD
Denmark,1981,2.8,total,all,mean_age_first_marriage,‰,OECD
Finland,1981,2.0,total,all,mean_age_first_marriage,‰,OECD
Germany,1981,2.0,total,all,mean_age_first_marriage,‰,OECD
Hungary,1981,2.6,total,all,mean_age_first_marriage,‰,OECD
Japan,1981,1.3,total,all,mean_age_first_marriage,‰,OECD
Korea,1981,0.6,total,all,mean_age_first_marriage,‰,OECD
Latvia,1981,4.9,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1981,3.2,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1981,1.4,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1981,2.0,total,all,mean_age_first_marriage,‰,OECD
Norway,1981,1.7,total,all,mean_age_first_marriage,‰,OECD
Poland,1981,1.1,total,all,mean_age_first_marriage,‰,OECD
Portugal,1981,0.7,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1981,1.4,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1981,1.3,total,all,mean_age_first_marriage,‰,OECD
Sweden,1981,2.4,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1981,1.8,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1981,1.5,total,all,mean_age_first_marriage,‰,OECD
Croatia,1981,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1981,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1982,1.9,total,all,mean_age_first_marriage,‰,OECD
Belgium,1982,1.6,total,all,mean_age_first_marriage,‰,OECD
Czechia,1982,2.7,total,all,mean_age_first_marriage,‰,OECD
Denmark,1982,2.9,total,all,mean_age_first_marriage,‰,OECD
Finland,1982,2.0,total,all,mean_age_first_marriage,‰,OECD
Germany,1982,2.1,total,all,mean_age_first_marriage,‰,OECD
Hungary,1982,2.7,total,all,mean_age_first_marriage,‰,OECD
Japan,1982,1.4,total,all,mean_age_first_marriage,‰,OECD
Korea,1982,0.7,total,all,mean_age_first_marriage,‰,OECD
Latvia,1982,4.8,total,all,mean_age_first_marriage,‰,OECD
Lithuania,1982,3.1,total,all,mean_age_first_marriage,‰,OECD
Luxembourg,1982,1.7,total,all,mean_age_first_marriage,‰,OECD
Netherlands,1982,2.2,total,all,mean_age_first_marriage,‰,OECD
Norway,1982,1.7,total,all,mean_age_first_marriage,‰,OECD
Poland,1982,1.3,total,all,mean_age_first_marriage,‰,OECD
Portugal,1982,0.7,total,all,mean_age_first_marriage,‰,OECD
Slovakia,1982,1.3,total,all,mean_age_first_marriage,‰,OECD
Slovenia,1982,1.3,total,all,mean_age_first_marriage,‰,OECD
Sweden,1982,2.5,total,all,mean_age_first_marriage,‰,OECD
Switzerland,1982,1.8,total,all,mean_age_first_marriage,‰,OECD
Bulgaria,1982,1.5,total,all,mean_age_first_marriage,‰,OECD
Croatia,1982,1.2,total,all,mean_age_first_marriage,‰,OECD
Romania,1982,1.5,total,all,mean_age_first_marriage,‰,OECD
Austria,1983,1.9,total,all,mean_age_first_marriage,‰,OECD
Belgium,1983,1.7,total,all,mean_age_first_marriage,‰,OECD
Czechia,1983,2.8,total,all,mean_age_first_marriage,‰,OECD
Denmark,1983,2.9,total,all,mean_age_first_marriage,‰,OECD
Finland,1983,2.0,total,all,mean_age_first_marriage,‰,OECD
