entity,code,year,crude_marriage_rate,crude_marriage_rate_people1,year_1
Poland,POL,2018,5.1,6.7,19900
Poland,POL,2019,4.8,6.7,19900
Poland,POL,2020,3.8,6.7,19900
Portugal,PRT,1960,7.8,7.2,19900
Portugal,PRT,1961,8.8,7.2,19900
Portugal,PRT,1962,7.9,7.2,19900
Portugal,PRT,1963,7.9,7.2,19900
Portugal,PRT,1964,8.1,7.2,19900
Portugal,PRT,1965,8.4,7.2,19900
Portugal,PRT,1966,8.6,7.2,19900
Portugal,PRT,1967,8.9,7.2,19900
Portugal,PRT,1968,8.7,7.2,19900
Portugal,PRT,1969,9.0,7.2,19900
Portugal,PRT,1970,9.4,7.2,19900
Portugal,PRT,1971,9.7,7.2,19900
Portugal,PRT,1972,9.0,7.2,19900
Portugal,PRT,1973,9.8,7.2,19900
Portugal,PRT,1974,9.3,7.2,19900
Portugal,PRT,1975,11.3,7.2,19900
Portugal,PRT,1976,10.9,7.2,19900
Portugal,PRT,1977,9.7,7.2,19900
Portugal,PRT,1978,8.5,7.2,19900
Portugal,PRT,1979,8.3,7.2,19900
Portugal,PRT,1980,7.4,7.2,19900
Portugal,PRT,1981,7.7,7.2,19900
Portugal,PRT,1982,7.4,7.2,19900
Portugal,PRT,1983,7.5,7.2,19900
Portugal,PRT,1984,7.0,7.2,19900
Portugal,PRT,1985,6.8,7.2,19900
Portugal,PRT,1986,6.9,7.2,19900
Portugal,PRT,1987,7.1,7.2,19900
Portugal,PRT,1988,7.1,7.2,19900
Portugal,PRT,1989,7.3,7.2,19900
Portugal,PRT,1990,7.2,7.2,19900
Portugal,PRT,1991,7.2,7.2,19900
Portugal,PRT,1992,7.0,7.2,19900
Portugal,PRT,1993,6.8,7.2,19900
Portugal,PRT,1994,6.6,7.2,19900
Portugal,PRT,1995,6.6,7.2,19900
Portugal,PRT,1996,6.3,7.2,19900
Portugal,PRT,1997,6.5,7.2,19900
Portugal,PRT,1998,6.6,7.2,19900
Portugal,PRT,1999,6.7,7.2,19900
Portugal,PRT,2000,6.2,7.2,19900
Portugal,PRT,2001,5.6,7.2,19900
Portugal,PRT,2002,5.4,7.2,19900
Portugal,PRT,2003,5.1,7.2,19900
Portugal,PRT,2004,4.7,7.2,19900
Portugal,PRT,2005,4.6,7.2,19900
Portugal,PRT,2006,4.5,7.2,19900
Portugal,PRT,2007,4.4,7.2,19900
Portugal,PRT,2008,4.1,7.2,19900
Portugal,PRT,2009,3.8,7.2,19900
Portugal,PRT,2010,3.8,7.2,19900
Portugal,PRT,2011,3.4,7.2,19900
Portugal,PRT,2012,3.3,7.2,19900
Portugal,PRT,2013,3.1,7.2,19900
Portugal,PRT,2014,3.0,7.2,19900
Portugal,PRT,2015,3.1,7.2,19900
Portugal,PRT,2016,3.1,7.2,19900
Portugal,PRT,2017,3.3,7.2,19900
Portugal,PRT,2018,3.4,7.2,19900
Portugal,PRT,2019,3.2,7.2,19900
Portugal,PRT,2020,1.8,7.2,19900
Romania,ROU,1960,10.7,8.3,19900
Romania,ROU,1961,9.7,8.3,19900
Romania,ROU,1962,9.9,8.3,19900
Romania,ROU,1963,9.3,8.3,19900
Romania,ROU,1964,9.0,8.3,19900
Romania,ROU,1965,8.6,8.3,19900
Romania,ROU,1966,8.9,8.3,19900
Romania,ROU,1967,7.9,8.3,19900
Romania,ROU,1968,7.4,8.3,19900
Romania,ROU,1969,7.0,8.3,19900
Romania,ROU,1970,7.2,8.3,19900
Romania,ROU,1971,7.3,8.3,19900
Romania,ROU,1972,7.6,8.3,19900
Romania,ROU,1973,8.2,8.3,19900
Romania,ROU,1974,8.3,8.3,19900
Romania,ROU,1975,8.8,8.3,19900
Romania,ROU,1976,9.1,8.3,19900
Romania,ROU,1977,9.2,8.3,19900
Romania,ROU,1978,9.2,8.3,19900
Romania,ROU,1979,9.0,8.3,19900
Romania,ROU,1980,8.2,8.3,19900
Romania,ROU,1981,8.2,8.3,19900
Romania,ROU,1982,7.7,8.3,19900
Romania,ROU,1983,7.3,8.3,19900
Romania,ROU,1984,7.2,8.3,19900
Romania,ROU,1985,7.1,8.3,19900
Romania,ROU,1986,7.3,8.3,19900
Romania,ROU,1987,7.3,8.3,19900
Romania,ROU,1988,7.5,8.3,19900
Romania,ROU,1989,7.7,8.3,19900
Romania,ROU,1990,8.3,8.3,19900
Romania,ROU,1991,8.0,8.3,19900
Romania,ROU,1992,7.7,8.3,19900
Romania,ROU,1993,7.1,8.3,19900
Romania,ROU,1994,6.8,8.3,19900
Romania,ROU,1995,6.8,8.3,19900
Romania,ROU,1996,6.6,8.3,19900
Romania,ROU,1997,6.5,8.3,19900
Romania,ROU,1998,6.5,8.3,19900
Romania,ROU,1999,6.2,8.3,19900
Romania,ROU,2000,6.1,8.3,19900
Romania,ROU,2001,5.9,8.3,19900
Romania,ROU,2002,5.9,8.3,19900
Romania,ROU,2003,6.2,8.3,19900
Romania,ROU,2004,6.7,8.3,19900
Romania,ROU,2005,6.7,8.3,19900
Romania,ROU,2006,6.9,8.3,19900
Romania,ROU,2007,9.1,8.3,19900
Romania,ROU,2008,7.3,8.3,19900
Romania,ROU,2009,6.6,8.3,19900
Romania,ROU,2010,5.7,8.3,19900
Romania,ROU,2011,5.2,8.3,19900
Romania,ROU,2012,5.4,8.3,19900
Romania,ROU,2013,5.4,8.3,19900
Romania,ROU,2014,5.9,8.3,19900
Romania,ROU,2015,6.3,8.3,19900
Romania,ROU,2016,6.8,8.3,19900
Romania,ROU,2017,7.3,8.3,19900
Romania,ROU,2018,7.4,8.3,19900
Romania,ROU,2019,6.6,8.3,19900
Romania,ROU,2020,4.2,8.3,19900
Slovakia,SVK,1960,7.9,7.6,19900
Slovakia,SVK,1961,7.5,7.6,19900
Slovakia,SVK,1962,7.2,7.6,19900
Slovakia,SVK,1963,7.2,7.6,19900
Slovakia,SVK,1964,7.0,7.6,19900
Slovakia,SVK,1965,7.0,7.6,19900
Slovakia,SVK,1966,7.0,7.6,19900
Slovakia,SVK,1967,7.6,7.6,19900
Slovakia,SVK,1968,7.5,7.6,19900
Slovakia,SVK,1969,7.7,7.6,19900
Slovakia,SVK,1970,7.9,7.6,19900
Slovakia,SVK,1971,8.4,7.6,19900
Slovakia,SVK,1972,8.7,7.6,19900
Slovakia,SVK,1973,9.0,7.6,19900
Slovakia,SVK,1974,9.0,7.6,19900
Slovakia,SVK,1975,9.2,7.6,19900
Slovakia,SVK,1976,9.2,7.6,19900
Slovakia,SVK,1977,9.2,7.6,19900
Slovakia,SVK,1978,9.0,7.6,19900
Slovakia,SVK,1979,8.6,7.6,19900
Slovakia,SVK,1980,7.9,7.6,19900
Slovakia,SVK,1981,7.8,7.6,19900
Slovakia,SVK,1982,8.0,7.6,19900
Slovakia,SVK,1983,7.9,7.6,19900
Slovakia,SVK,1984,7.7,7.6,19900
Slovakia,SVK,1985,7.5,7.6,19900
Slovakia,SVK,1986,7.4,7.6,19900
Slovakia,SVK,1987,7.4,7.6,19900
Slovakia,SVK,1988,7.1,7.6,19900
Slovakia,SVK,1989,6.9,7.6,19900
Slovakia,SVK,1990,7.6,7.6,19900
Slovakia,SVK,1991,6.2,7.6,19900
Slovakia,SVK,1992,6.4,7.6,19900
Slovakia,SVK,1993,5.8,7.6,19900
Slovakia,SVK,1994,5.3,7.6,19900
Slovakia,SVK,1995,5.1,7.6,19900
Slovakia,SVK,1996,5.1,7.6,19900
Slovakia,SVK,1997,5.2,7.6,19900
Slovakia,SVK,1998,5.1,7.6,19900
Slovakia,SVK,1999,5.1,7.6,19900
Slovakia,SVK,2000,4.8,7.6,19900
Slovakia,SVK,2001,4.4,7.6,19900
Slovakia,SVK,2002,4.7,7.6,19900
Slovakia,SVK,2003,4.8,7.6,19900
Slovakia,SVK,2004,5.2,7.6,19900
Slovakia,SVK,2005,4.9,7.6,19900
Slovakia,SVK,2006,4.8,7.6,19900
Slovakia,SVK,2007,5.1,7.6,19900
Slovakia,SVK,2008,5.3,7.6,19900
Slovakia,SVK,2009,4.9,7.6,19900
Slovakia,SVK,2010,4.7,7.6,19900
Slovakia,SVK,2011,4.7,7.6,19900
Slovakia,SVK,2012,4.8,7.6,19900
Slovakia,SVK,2013,4.7,7.6,19900
Slovakia,SVK,2014,4.9,7.6,19900
Slovakia,SVK,2015,5.3,7.6,19900
Slovakia,SVK,2016,5.5,7.6,19900
Slovakia,SVK,2017,5.8,7.6,19900
Slovakia,SVK,2018,5.7,7.6,19900
Slovakia,SVK,2019,5.4,7.6,19900
Slovakia,SVK,2020,4.4,7.6,19900
Slovenia,SVN,1960,8.8,4.3,19900
Slovenia,SVN,1961,9.1,4.3,19900
Slovenia,SVN,1962,9.1,4.3,19900
Slovenia,SVN,1963,8.8,4.3,19900
Slovenia,SVN,1964,9.0,4.3,19900
Slovenia,SVN,1965,9.2,4.3,19900
Slovenia,SVN,1966,8.6,4.3,19900
Slovenia,SVN,1967,8.3,4.3,19900
Slovenia,SVN,1968,8.2,4.3,19900
Slovenia,SVN,1969,8.2,4.3,19900
Slovenia,SVN,1970,8.3,4.3,19900
Slovenia,SVN,1971,8.2,4.3,19900
Slovenia,SVN,1972,9.0,4.3,19900
Slovenia,SVN,1973,8.9,4.3,19900
Slovenia,SVN,1974,8.7,4.3,19900
Slovenia,SVN,1975,8.6,4.3,19900
Slovenia,SVN,1976,8.3,4.3,19900
Slovenia,SVN,1977,8.2,4.3,19900
Slovenia,SVN,1978,8.4,4.3,19900
Slovenia,SVN,1979,7.6,4.3,19900
Slovenia,SVN,1980,6.5,4.3,19900
Slovenia,SVN,1981,6.4,4.3,19900
Slovenia,SVN,1982,6.1,4.3,19900
Slovenia,SVN,1983,6.2,4.3,19900
Slovenia,SVN,1984,5.9,4.3,19900
Slovenia,SVN,1985,5.4,4.3,19900
Slovenia,SVN,1986,5.4,4.3,19900
Slovenia,SVN,1987,5.2,4.3,19900
Slovenia,SVN,1988,4.6,4.3,19900
Slovenia,SVN,1989,4.9,4.3,19900
Slovenia,SVN,1990,4.3,4.3,19900
Slovenia,SVN,1991,4.1,4.3,19900
Slovenia,SVN,1992,4.6,4.3,19900
Slovenia,SVN,1993,4.5,4.3,19900
Slovenia,SVN,1994,4.2,4.3,19900
Slovenia,SVN,1995,4.1,4.3,19900
Slovenia,SVN,1996,3.8,4.3,19900
Slovenia,SVN,1997,3.8,4.3,19900
Slovenia,SVN,1998,3.8,4.3,19900
Slovenia,SVN,1999,3.9,4.3,19900
Slovenia,SVN,2000,3.6,4.3,19900
Slovenia,SVN,2001,3.5,4.3,19900
Slovenia,SVN,2002,3.5,4.3,19900
Slovenia,SVN,2003,3.4,4.3,19900
Slovenia,SVN,2004,3.3,4.3,19900
Slovenia,SVN,2005,2.9,4.3,19900
Slovenia,SVN,2006,3.2,4.3,19900
Slovenia,SVN,2007,3.2,4.3,19900
Slovenia,SVN,2008,3.3,4.3,19900
Slovenia,SVN,2009,3.2,4.3,19900
Slovenia,SVN,2010,3.2,4.3,19900
Slovenia,SVN,2011,3.2,4.3,19900
Slovenia,SVN,2012,3.4,4.3,19900
Slovenia,SVN,2013,3.0,4.3,19900
Slovenia,SVN,2014,3.2,4.3,19900
Slovenia,SVN,2015,3.1,4.3,19900
Slovenia,SVN,2016,3.2,4.3,19900
Slovenia,SVN,2017,3.1,4.3,19900
Slovenia,SVN,2018,3.5,4.3,19900
Slovenia,SVN,2019,3.2,4.3,19900
Slovenia,SVN,2020,2.5,4.3,19900
South Korea,KOR,1970,9.2,9.3,19900
South Korea,KOR,1971,7.3,9.3,19900
South Korea,KOR,1972,7.3,9.3,19900
South Korea,KOR,1973,7.6,9.3,19900
South Korea,KOR,1974,7.5,9.3,19900
South Korea,KOR,1975,8.0,9.3,19900
South Korea,KOR,1976,8.0,9.3,19900
South Korea,KOR,1977,8.3,9.3,19900
South Korea,KOR,1978,9.3,9.3,19900
South Korea,KOR,1979,9.4,9.3,19900
South Korea,KOR,1980,10.6,9.3,19900
South Korea,KOR,1981,10.5,9.3,19900
South Korea,KOR,1982,9.9,9.3,19900
South Korea,KOR,1983,10.3,9.3,19900
South Korea,KOR,1984,9.5,9.3,19900
South Korea,KOR,1985,9.4,9.3,19900
South Korea,KOR,1986,9.5,9.3,19900
South Korea,KOR,1987,9.4,9.3,19900
South Korea,KOR,1988,9.8,9.3,19900
South Korea,KOR,1989,9.7,9.3,19900
South Korea,KOR,1990,9.3,9.3,19900
South Korea,KOR,1991,9.6,9.3,19900
South Korea,KOR,1992,9.6,9.3,19900
South Korea,KOR,1993,9.0,9.3,19900
South Korea,KOR,1994,8.7,9.3,19900
South Korea,KOR,1995,8.7,9.3,19900
South Korea,KOR,1996,9.4,9.3,19900
South Korea,KOR,1997,8.4,9.3,19900
South Korea,KOR,1998,8.0,9.3,19900
South Korea,KOR,1999,7.6,9.3,19900
South Korea,KOR,2000,7.0,9.3,19900
South Korea,KOR,2001,6.7,9.3,19900
South Korea,KOR,2002,6.3,9.3,19900
South Korea,KOR,2003,6.3,9.3,19900
South Korea,KOR,2004,6.4,9.3,19900
South Korea,KOR,2005,6.5,9.3,19900
South Korea,KOR,2006,6.8,9.3,19900
South Korea,KOR,2007,7.0,9.3,19900
South Korea,KOR,2008,6.6,9.3,19900
South Korea,KOR,2009,6.2,9.3,19900
South Korea,KOR,2010,6.5,9.3,19900
South Korea,KOR,2011,6.6,9.3,19900
South Korea,KOR,2012,6.5,9.3,19900
South Korea,KOR,2013,6.4,9.3,19900
South Korea,KOR,2014,6.0,9.3,19900
South Korea,KOR,2015,5.9,9.3,19900
South Korea,KOR,2016,5.5,9.3,19900
South Korea,KOR,2017,5.2,9.3,19900
South Korea,KOR,2018,5.0,9.3,19900
South Korea,KOR,2019,4.7,9.3,19900
South Korea,KOR,2020,4.2,9.3,19900
Spain,ESP,1960,7.8,5.7,19900
Spain,ESP,1961,7.7,5.7,19900
Spain,ESP,1962,7.6,5.7,19900
Spain,ESP,1963,7.6,5.7,19900
Spain,ESP,1964,7.4,5.7,19900
Spain,ESP,1965,7.1,5.7,19900
Spain,ESP,1966,7.1,5.7,19900
Spain,ESP,1967,7.1,5.7,19900
Spain,ESP,1968,7.0,5.7,19900
Spain,ESP,1969,7.2,5.7,19900
Spain,ESP,1970,7.3,5.7,19900
Spain,ESP,1971,7.4,5.7,19900
Spain,ESP,1972,7.6,5.7,19900
Spain,ESP,1973,7.7,5.7,19900
Spain,ESP,1974,7.6,5.7,19900
Spain,ESP,1975,7.6,5.7,19900
Spain,ESP,1976,7.3,5.7,19900
Spain,ESP,1977,7.2,5.7,19900
Spain,ESP,1978,7.0,5.7,19900
Spain,ESP,1979,6.6,5.7,19900
Spain,ESP,1980,5.9,5.7,19900
Spain,ESP,1981,5.4,5.7,19900
Spain,ESP,1982,5.1,5.7,19900
Spain,ESP,1983,5.1,5.7,19900
Spain,ESP,1984,5.2,5.7,19900
Spain,ESP,1985,5.2,5.7,19900
Spain,ESP,1986,5.4,5.7,19900
Spain,ESP,1987,5.6,5.7,19900
Spain,ESP,1988,5.7,5.7,19900
Spain,ESP,1989,5.7,5.7,19900
Spain,ESP,1990,5.7,5.7,19900
Spain,ESP,1991,5.6,5.7,19900
Spain,ESP,1992,5.6,5.7,19900
Spain,ESP,1993,5.1,5.7,19900
Spain,ESP,1994,5.1,5.7,19900
Spain,ESP,1995,5.1,5.7,19900
Spain,ESP,1996,4.9,5.7,19900
Spain,ESP,1997,5.0,5.7,19900
Spain,ESP,1998,5.2,5.7,19900
Spain,ESP,1999,5.2,5.7,19900
Spain,ESP,2000,5.4,5.7,19900
Spain,ESP,2001,5.1,5.7,19900
Spain,ESP,2002,5.1,5.7,19900
Spain,ESP,2003,5.0,5.7,19900
Spain,ESP,2004,5.0,5.7,19900
Spain,ESP,2005,4.7,5.7,19900
Spain,ESP,2006,4.5,5.7,19900
Spain,ESP,2007,4.4,5.7,19900
Spain,ESP,2008,4.2,5.7,19900
Spain,ESP,2009,3.7,5.7,19900
Spain,ESP,2010,3.6,5.7,19900
Spain,ESP,2011,3.4,5.7,19900
Spain,ESP,2012,3.5,5.7,19900
Spain,ESP,2013,3.3,5.7,19900
Spain,ESP,2014,3.4,5.7,19900
Spain,ESP,2015,3.6,5.7,19900
Spain,ESP,2016,3.7,5.7,19900
Spain,ESP,2017,3.7,5.7,19900
Spain,ESP,2018,3.5,5.7,19900
Spain,ESP,2019,3.5,5.7,19900
Spain,ESP,2020,1.9,5.7,19900
Sweden,SWE,1960,6.7,4.7,19900
Sweden,SWE,1961,7.0,4.7,19900
Sweden,SWE,1962,7.1,4.7,19900
Sweden,SWE,1963,7.0,4.7,19900
Sweden,SWE,1964,7.6,4.7,19900
Sweden,SWE,1965,7.8,4.7,19900
Sweden,SWE,1966,7.8,4.7,19900
Sweden,SWE,1967,7.2,4.7,19900
Sweden,SWE,1968,6.6,4.7,19900
Sweden,SWE,1969,6.1,4.7,19900
Sweden,SWE,1970,5.4,4.7,19900
Sweden,SWE,1971,4.9,4.7,19900
Sweden,SWE,1972,4.8,4.7,19900
Sweden,SWE,1973,4.7,4.7,19900
Sweden,SWE,1974,5.5,4.7,19900
Sweden,SWE,1975,5.4,4.7,19900
Sweden,SWE,1976,5.4,4.7,19900
Sweden,SWE,1977,4.9,4.7,19900
Sweden,SWE,1978,4.6,4.7,19900
Sweden,SWE,1979,4.5,4.7,19900
Sweden,SWE,1980,4.5,4.7,19900
Sweden,SWE,1981,4.5,4.7,19900
Sweden,SWE,1982,4.5,4.7,19900
Sweden,SWE,1983,4.3,4.7,19900
Sweden,SWE,1984,4.4,4.7,19900
Sweden,SWE,1985,4.6,4.7,19900
Sweden,SWE,1986,4.6,4.7,19900
Sweden,SWE,1987,4.9,4.7,19900
Sweden,SWE,1988,5.2,4.7,19900
Sweden,SWE,1989,12.8,4.7,19900
Sweden,SWE,1990,4.7,4.7,19900
Sweden,SWE,1991,4.3,4.7,19900
Sweden,SWE,1992,4.3,4.7,19900
Sweden,SWE,1993,3.9,4.7,19900
Sweden,SWE,1994,3.9,4.7,19900
Sweden,SWE,1996,3.8,4.7,19900
Sweden,SWE,1997,3.7,4.7,19900
Sweden,SWE,1998,3.6,4.7,19900
Sweden,SWE,1999,4.0,4.7,19900
Sweden,SWE,2000,4.5,4.7,19900
Sweden,SWE,2001,4.0,4.7,19900
Sweden,SWE,2002,4.3,4.7,19900
Sweden,SWE,2003,4.4,4.7,19900
Sweden,SWE,2004,4.8,4.7,19900
Sweden,SWE,2005,4.9,4.7,19900
Sweden,SWE,2006,5.0,4.7,19900
Sweden,SWE,2008,5.5,4.7,19900
Sweden,SWE,2009,5.1,4.7,19900
Sweden,SWE,2010,5.3,4.7,19900
Sweden,SWE,2011,5.0,4.7,19900
Sweden,SWE,2012,5.3,4.7,19900
Sweden,SWE,2013,5.4,4.7,19900
Sweden,SWE,2014,5.5,4.7,19900
Sweden,SWE,2015,5.3,4.7,19900
Sweden,SWE,2016,5.4,4.7,19900
Sweden,SWE,2017,5.2,4.7,19900
Sweden,SWE,2018,5.0,4.7,19900
Sweden,SWE,2019,4.7,4.7,19900
Sweden,SWE,2020,3.6,4.7,19900
Switzerland,CHE,1960,7.8,6.9,19900
Switzerland,CHE,1961,7.8,6.9,19900
Switzerland,CHE,1962,8.0,6.9,19900
Switzerland,CHE,1963,7.7,6.9,19900
Switzerland,CHE,1964,7.6,6.9,19900
Switzerland,CHE,1965,7.7,6.9,19900
Switzerland,CHE,1966,7.5,6.9,19900
Switzerland,CHE,1967,7.6,6.9,19900
Switzerland,CHE,1968,7.5,6.9,19900
Switzerland,CHE,1969,7.6,6.9,19900
Switzerland,CHE,1970,7.6,6.9,19900
Switzerland,CHE,1971,7.2,6.9,19900
Switzerland,CHE,1972,6.9,6.9,19900
Switzerland,CHE,1973,6.5,6.9,19900
Switzerland,CHE,1974,6.1,6.9,19900
Switzerland,CHE,1975,5.6,6.9,19900
Switzerland,CHE,1976,5.1,6.9,19900
Switzerland,CHE,1977,5.3,6.9,19900
Switzerland,CHE,1978,5.1,6.9,19900
Switzerland,CHE,1979,5.4,6.9,19900
Switzerland,CHE,1980,5.7,6.9,19900
Switzerland,CHE,1981,5.6,6.9,19900
Switzerland,CHE,1982,5.8,6.9,19900
Switzerland,CHE,1983,5.9,6.9,19900
Switzerland,CHE,1984,6.0,6.9,19900
Switzerland,CHE,1985,6.0,6.9,19900
Switzerland,CHE,1986,6.2,6.9,19900
Switzerland,CHE,1987,6.6,6.9,19900
Switzerland,CHE,1988,6.9,6.9,19900
Switzerland,CHE,1989,6.8,6.9,19900
Switzerland,CHE,1990,6.9,6.9,19900
Switzerland,CHE,1991,7.0,6.9,19900
Switzerland,CHE,1992,6.6,6.9,19900
Switzerland,CHE,1993,6.2,6.9,19900
Switzerland,CHE,1994,6.1,6.9,19900
Switzerland,CHE,1995,5.8,6.9,19900
Switzerland,CHE,1996,5.7,6.9,19900
Switzerland,CHE,1997,5.5,6.9,19900
Switzerland,CHE,1998,5.4,6.9,19900
Switzerland,CHE,1999,5.7,6.9,19900
Switzerland,CHE,2000,5.5,6.9,19900
Switzerland,CHE,2001,5.0,6.9,19900
Switzerland,CHE,2002,5.5,6.9,19900
Switzerland,CHE,2003,5.5,6.9,19900
Switzerland,CHE,2004,5.3,6.9,19900
Switzerland,CHE,2005,5.4,6.9,19900
Switzerland,CHE,2006,5.3,6.9,19900
Switzerland,CHE,2007,5.3,6.9,19900
Switzerland,CHE,2008,5.4,6.9,19900
Switzerland,CHE,2009,5.4,6.9,19900
Switzerland,CHE,2010,5.5,6.9,19900
Switzerland,CHE,2011,5.3,6.9,19900
Switzerland,CHE,2012,5.3,6.9,19900
Switzerland,CHE,2013,4.9,6.9,19900
Switzerland,CHE,2014,5.1,6.9,19900
Switzerland,CHE,2015,5.0,6.9,19900
Switzerland,CHE,2016,5.0,6.9,19900
Switzerland,CHE,2017,4.8,6.9,19900
Switzerland,CHE,2018,4.8,6.9,19900
Switzerland,CHE,2019,4.5,6.9,19900
Switzerland,CHE,2020,4.1,6.9,19900
United Kingdom,GBR,1960,7.5,6.6,19900
United Kingdom,GBR,1961,7.5,6.6,19900
United Kingdom,GBR,1962,7.5,6.6,19900
United Kingdom,GBR,1963,7.5,6.6,19900
United Kingdom,GBR,1964,7.6,6.6,19900
United Kingdom,GBR,1965,7.8,6.6,19900
United Kingdom,GBR,1966,8.0,6.6,19900
United Kingdom,GBR,1967,8.0,6.6,19900
United Kingdom,GBR,1968,8.4,6.6,19900
United Kingdom,GBR,1969,8.1,6.6,19900
United Kingdom,GBR,1970,8.5,6.6,19900
United Kingdom,GBR,1971,8.2,6.6,19900
United Kingdom,GBR,1972,8.6,6.6,19900
United Kingdom,GBR,1973,8.1,6.6,19900
United Kingdom,GBR,1974,7.8,6.6,19900
United Kingdom,GBR,1975,7.7,6.6,19900
United Kingdom,GBR,1976,7.2,6.6,19900
United Kingdom,GBR,1977,7.2,6.6,19900
United Kingdom,GBR,1978,7.4,6.6,19900
United Kingdom,GBR,1979,7.4,6.6,19900
United Kingdom,GBR,1980,7.4,6.6,19900
United Kingdom,GBR,1981,7.1,6.6,19900
United Kingdom,GBR,1982,6.9,6.6,19900
United Kingdom,GBR,1983,6.9,6.6,19900
United Kingdom,GBR,1984,7.0,6.6,19900
United Kingdom,GBR,1985,7.0,6.6,19900
United Kingdom,GBR,1986,7.0,6.6,19900
United Kingdom,GBR,1987,7.0,6.6,19900
United Kingdom,GBR,1988,6.9,6.6,19900
United Kingdom,GBR,1989,6.9,6.6,19900
United Kingdom,GBR,1990,6.6,6.6,19900
United Kingdom,GBR,1991,6.1,6.6,19900
United Kingdom,GBR,1992,6.2,6.6,19900
United Kingdom,GBR,1993,5.9,6.6,19900
United Kingdom,GBR,1994,5.7,6.6,19900
United Kingdom,GBR,1995,5.6,6.6,19900
United Kingdom,GBR,1996,5.5,6.6,19900
United Kingdom,GBR,1997,5.3,6.6,19900
United Kingdom,GBR,1998,5.2,6.6,19900
United Kingdom,GBR,1999,5.1,6.6,19900
United Kingdom,GBR,2000,5.2,6.6,19900
United Kingdom,GBR,2001,4.8,6.6,19900
United Kingdom,GBR,2002,4.9,6.6,19900
United Kingdom,GBR,2003,5.2,6.6,19900
United Kingdom,GBR,2007,4.5,6.6,19900
United Kingdom,GBR,2008,4.4,6.6,19900
United Kingdom,GBR,2009,4.3,6.6,19900
United Kingdom,GBR,2010,4.4,6.6,19900
United Kingdom,GBR,2011,4.4,6.6,19900
United Kingdom,GBR,2012,4.7,6.6,19900
United Kingdom,GBR,2013,4.2,6.6,19900
United Kingdom,GBR,2014,4.4,6.6,19900
United Kingdom,GBR,2015,4.2,6.6,19900
United Kingdom,GBR,2016,4.3,6.6,19900
United Kingdom,GBR,2017,4.1,6.6,19900
United Kingdom,GBR,2018,4.0,6.6,19900
United Kingdom,GBR,2019,3.7,6.6,19900
