STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,SEX,Sex,IND,Indicator,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ESP,Spain,TOTAL,Total,FAM1,Total fertility rate,2021,,1.19,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BEL,Belgium,TOTAL,Total,FAM1,Total fertility rate,2018,,1.62,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BEL,Belgium,TOTAL,Total,FAM1,Total fertility rate,2019,,1.6,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BEL,Belgium,TOTAL,Total,FAM1,Total fertility rate,2020,,1.55,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BEL,Belgium,TOTAL,Total,FAM1,Total fertility rate,2021,,1.6,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,MEX,Mexico,TOTAL,Total,FAM1,Total fertility rate,2018,,2,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,MEX,Mexico,TOTAL,Total,FAM1,Total fertility rate,2019,,1.92,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,MEX,Mexico,TOTAL,Total,FAM1,Total fertility rate,2020,,1.91,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,MEX,Mexico,TOTAL,Total,FAM1,Total fertility rate,2021,,1.82,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,IRL,Ireland,TOTAL,Total,FAM1,Total fertility rate,2018,,1.75,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,IRL,Ireland,TOTAL,Total,FAM1,Total fertility rate,2019,,1.7,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,IRL,Ireland,TOTAL,Total,FAM1,Total fertility rate,2020,,1.63,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,IRL,Ireland,TOTAL,Total,FAM1,Total fertility rate,2021,,1.72,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHE,Switzerland,TOTAL,Total,FAM1,Total fertility rate,2018,,1.52,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHE,Switzerland,TOTAL,Total,FAM1,Total fertility rate,2019,,1.48,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHE,Switzerland,TOTAL,Total,FAM1,Total fertility rate,2020,,1.46,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHE,Switzerland,TOTAL,Total,FAM1,Total fertility rate,2021,,1.51,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,FIN,Finland,TOTAL,Total,FAM1,Total fertility rate,2018,,1.41,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,FIN,Finland,TOTAL,Total,FAM1,Total fertility rate,2019,,1.35,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,FIN,Finland,TOTAL,Total,FAM1,Total fertility rate,2020,,1.37,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,FIN,Finland,TOTAL,Total,FAM1,Total fertility rate,2021,,1.46,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHL,Chile,TOTAL,Total,FAM1,Total fertility rate,2018,,1.56,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHL,Chile,TOTAL,Total,FAM1,Total fertility rate,2019,,1.55,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHL,Chile,TOTAL,Total,FAM1,Total fertility rate,2020,,1.54,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHL,Chile,TOTAL,Total,FAM1,Total fertility rate,2021,,1.54,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CAN,Canada,TOTAL,Total,FAM1,Total fertility rate,2018,,1.51,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CAN,Canada,TOTAL,Total,FAM1,Total fertility rate,2019,,1.47,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CAN,Canada,TOTAL,Total,FAM1,Total fertility rate,2020,,1.41,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CAN,Canada,TOTAL,Total,FAM1,Total fertility rate,2021,,1.43,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,KOR,Korea,TOTAL,Total,FAM1,Total fertility rate,2018,,0.98,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,KOR,Korea,TOTAL,Total,FAM1,Total fertility rate,2019,,0.92,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,KOR,Korea,TOTAL,Total,FAM1,Total fertility rate,2020,,0.84,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,KOR,Korea,TOTAL,Total,FAM1,Total fertility rate,2021,,0.81,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUS,Australia,TOTAL,Total,FAM1,Total fertility rate,2018,,1.74,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUS,Australia,TOTAL,Total,FAM1,Total fertility rate,2019,,1.67,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUS,Australia,TOTAL,Total,FAM1,Total fertility rate,2020,,1.59,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUS,Australia,TOTAL,Total,FAM1,Total fertility rate,2021,,1.7,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM1,Total fertility rate,2018,,1.49,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM1,Total fertility rate,2019,,1.49,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM1,Total fertility rate,2020,,1.56,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM1,Total fertility rate,2021,,1.59,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM1,Total fertility rate,2022,,1.52,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,USA,United States,TOTAL,Total,FAM1,Total fertility rate,2018,,1.73,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,USA,United States,TOTAL,Total,FAM1,Total fertility rate,2019,,1.71,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,USA,United States,TOTAL,Total,FAM1,Total fertility rate,2020,,1.64,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,USA,United States,TOTAL,Total,FAM1,Total fertility rate,2021,,1.66,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,GBR,United Kingdom,TOTAL,Total,FAM1,Total fertility rate,2018,,1.68,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,GBR,United Kingdom,TOTAL,Total,FAM1,Total fertility rate,2019,,1.63,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,GBR,United Kingdom,TOTAL,Total,FAM1,Total fertility rate,2020,,1.56,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,GBR,United Kingdom,TOTAL,Total,FAM1,Total fertility rate,2021,,1.53,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUT,Austria,TOTAL,Total,FAM1,Total fertility rate,2018,,1.48,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUT,Austria,TOTAL,Total,FAM1,Total fertility rate,2019,,1.46,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUT,Austria,TOTAL,Total,FAM1,Total fertility rate,2020,,1.44,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUT,Austria,TOTAL,Total,FAM1,Total fertility rate,2021,,1.48,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM1,Total fertility rate,2018,,1.73,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM1,Total fertility rate,2019,,1.7,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM1,Total fertility rate,2020,,1.67,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM1,Total fertility rate,2021,,1.72,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM1,Total fertility rate,2022,,1.55,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,RUS,Russia,TOTAL,Total,FAM1,Total fertility rate,2018,,1.58,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,RUS,Russia,TOTAL,Total,FAM1,Total fertility rate,2019,,1.5,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,RUS,Russia,TOTAL,Total,FAM1,Total fertility rate,2020,,1.51,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,RUS,Russia,TOTAL,Total,FAM1,Total fertility rate,2021,,1.49,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CZE,Czechia,TOTAL,Total,FAM1,Total fertility rate,2018,,1.71,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CZE,Czechia,TOTAL,Total,FAM1,Total fertility rate,2019,,1.71,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CZE,Czechia,TOTAL,Total,FAM1,Total fertility rate,2020,,1.71,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CZE,Czechia,TOTAL,Total,FAM1,Total fertility rate,2021,,1.83,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,COL,Colombia,TOTAL,Total,FAM1,Total fertility rate,2018,,1.79,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,COL,Colombia,TOTAL,Total,FAM1,Total fertility rate,2019,,1.77,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,COL,Colombia,TOTAL,Total,FAM1,Total fertility rate,2020,,1.74,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,COL,Colombia,TOTAL,Total,FAM1,Total fertility rate,2021,,1.72,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM1,Total fertility rate,2018,,1.42,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM1,Total fertility rate,2019,,1.36,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM1,Total fertility rate,2020,,1.33,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM1,Total fertility rate,2021,,1.3,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM1,Total fertility rate,2018,,1.63,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM1,Total fertility rate,2019,,1.61,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM1,Total fertility rate,2020,,1.48,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM1,Total fertility rate,2021,,1.36,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DEU,Germany,TOTAL,Total,FAM1,Total fertility rate,2018,,1.57,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DEU,Germany,TOTAL,Total,FAM1,Total fertility rate,2019,,1.54,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DEU,Germany,TOTAL,Total,FAM1,Total fertility rate,2020,,1.53,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DEU,Germany,TOTAL,Total,FAM1,Total fertility rate,2021,,1.58,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BRA,Brazil,TOTAL,Total,FAM1,Total fertility rate,2018,,1.75,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BRA,Brazil,TOTAL,Total,FAM1,Total fertility rate,2019,,1.7,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BRA,Brazil,TOTAL,Total,FAM1,Total fertility rate,2020,,1.65,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,BRA,Brazil,TOTAL,Total,FAM1,Total fertility rate,2021,,1.64,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,PRT,Portugal,TOTAL,Total,FAM1,Total fertility rate,2018,,1.42,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,PRT,Portugal,TOTAL,Total,FAM1,Total fertility rate,2019,,1.43,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,PRT,Portugal,TOTAL,Total,FAM1,Total fertility rate,2020,,1.41,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,PRT,Portugal,TOTAL,Total,FAM1,Total fertility rate,2021,,1.35,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHN,China (People's Republic of),TOTAL,Total,FAM1,Total fertility rate,2020,,1.28,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHN,China (People's Republic of),TOTAL,Total,FAM1,Total fertility rate,2021,,1.16,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHN,China (People's Republic of),TOTAL,Total,FAM1,Total fertility rate,2018,,1.55,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHN,China (People's Republic of),TOTAL,Total,FAM1,Total fertility rate,2019,,1.5,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM1,Total fertility rate,2018,,1.31,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM1,Total fertility rate,2019,,1.27,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM1,Total fertility rate,2020,,1.24,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM1,Total fertility rate,2021,,1.25,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,OAVG,OECD - Average,TOTAL,Total,FAM1,Total fertility rate,2018,,1.63,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,OAVG,OECD - Average,TOTAL,Total,FAM1,Total fertility rate,2019,,1.6,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,OAVG,OECD - Average,TOTAL,Total,FAM1,Total fertility rate,2020,,1.56,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,OAVG,OECD - Average,TOTAL,Total,FAM1,Total fertility rate,2021,,1.58,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ARG,Argentina,TOTAL,Total,FAM1,Total fertility rate,2018,,2.04,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ARG,Argentina,TOTAL,Total,FAM1,Total fertility rate,2019,,1.99,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ARG,Argentina,TOTAL,Total,FAM1,Total fertility rate,2020,,1.91,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ARG,Argentina,TOTAL,Total,FAM1,Total fertility rate,2021,,1.89,,A,,CHLD,Children,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,TUR,Türkiye,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,6.8,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,TUR,Türkiye,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,6.6,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,TUR,Türkiye,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,5.8,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,4.7,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,4.8,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,JPN,Japan,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,4.3,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DEU,Germany,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,5,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DEU,Germany,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,4.5,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,5.6,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,5.3,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,DNK,Denmark,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,4.9,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,MEX,Mexico,TOTAL,Total,FAM4B,Crude divorce rate (divorces per 1000 people),2020,,0.7,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CZE,Czechia,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,4.2,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LUX,Luxembourg,TOTAL,Total,FAM4B,Crude divorce rate (divorces per 1000 people),2019,,3.1,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,POL,Poland,TOTAL,Total,FAM4B,Crude divorce rate (divorces per 1000 people),2020,,1.4,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUT,Austria,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,4.4,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,AUT,Austria,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,5.3,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,6.7,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,HUN,Hungary,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,6.9,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,7,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,7,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,LTU,Lithuania,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,5.5,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,GBR,United Kingdom,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,4,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,GBR,United Kingdom,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,3.7,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2018,,3.2,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2019,,3.1,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,ITA,Italy,TOTAL,Total,FAM4A,Crude marriage rate (marriages per 1000 people),2020,,1.6,,A,,_1000,Per thousand,0,Units,,
DATAFLOW,OECD:DF_FAMILY(1.0),Family Database,I,CHL,Chile,TOTAL,Total,FAM4B,Crude divorce rate (divorces per 1000 people),2018,,3.3,,A,,_1000,Per thousand,0,Units,,
