Entity,Code,Year,"Crude marriage rate (marriages per 1,000 people)",World regions according to OWID,"Crude marriage rate (marriages per 1,000 people)",Year
Iceland,ISL,1996,5,,4.5,1990
Iceland,ISL,1997,5.5,,4.5,1990
Iceland,ISL,1998,5.6,,4.5,1990
Iceland,ISL,1999,5.6,,4.5,1990
Iceland,ISL,2000,6.3,,4.5,1990
Iceland,ISL,2001,5.2,,4.5,1990
Iceland,ISL,2002,5.6,,4.5,1990
Iceland,ISL,2003,5.1,,4.5,1990
Iceland,ISL,2004,5,,4.5,1990
Iceland,ISL,2005,5.4,,4.5,1990
Iceland,ISL,2006,5.5,,4.5,1990
Iceland,ISL,2007,5.5,,4.5,1990
Iceland,ISL,2008,5.2,,4.5,1990
Iceland,ISL,2009,4.6,,4.5,1990
Iceland,ISL,2010,4.9,,4.5,1990
Iceland,ISL,2011,4.6,,4.5,1990
Iceland,ISL,2012,4.6,,4.5,1990
Iceland,ISL,2013,4.4,,4.5,1990
Iceland,ISL,2014,4.1,,4.5,1990
Iceland,ISL,2015,4.6,,4.5,1990
Iceland,ISL,2016,4.9,,4.5,1990
Iceland,ISL,2017,5.8,,4.5,1990
Iceland,ISL,2018,6,,4.5,1990
Iceland,ISL,2019,5.8,,4.5,1990
Iceland,ISL,2020,5,,4.5,1990
Iceland,ISL,2023,,Europe,4.5,1990
India,IND,2023,,Asia,,
Indonesia,IDN,2023,,Asia,,
Iran,IRN,2023,,Asia,,
Iraq,IRQ,2023,,Asia,,
Ireland,IRL,1960,5.5,,5.1,1990
Ireland,IRL,1961,5.4,,5.1,1990
Ireland,IRL,1962,5.5,,5.1,1990
Ireland,IRL,1963,5.5,,5.1,1990
Ireland,IRL,1964,5.6,,5.1,1990
Ireland,IRL,1965,5.9,,5.1,1990
Ireland,IRL,1966,5.8,,5.1,1990
Ireland,IRL,1967,6.1,,5.1,1990
Ireland,IRL,1968,6.5,,5.1,1990
Ireland,IRL,1969,6.9,,5.1,1990
Ireland,IRL,1970,7,,5.1,1990
Ireland,IRL,1971,7.4,,5.1,1990
Ireland,IRL,1972,7.3,,5.1,1990
Ireland,IRL,1973,7.4,,5.1,1990
Ireland,IRL,1974,7.3,,5.1,1990
Ireland,IRL,1975,6.7,,5.1,1990
Ireland,IRL,1976,6.4,,5.1,1990
Ireland,IRL,1977,6.1,,5.1,1990
Ireland,IRL,1978,6.4,,5.1,1990
Ireland,IRL,1979,6.2,,5.1,1990
Ireland,IRL,1980,6.4,,5.1,1990
Ireland,IRL,1981,6,,5.1,1990
Ireland,IRL,1982,5.8,,5.1,1990
Ireland,IRL,1983,5.5,,5.1,1990
Ireland,IRL,1984,5.2,,5.1,1990
Ireland,IRL,1985,5.3,,5.1,1990
Ireland,IRL,1986,5.2,,5.1,1990
Ireland,IRL,1987,5.2,,5.1,1990
Ireland,IRL,1988,5.2,,5.1,1990
Ireland,IRL,1989,5.2,,5.1,1990
Ireland,IRL,1990,5.1,,5.1,1990
Ireland,IRL,1991,4.9,,5.1,1990
Ireland,IRL,1992,4.7,,5.1,1990
Ireland,IRL,1993,4.7,,5.1,1990
Ireland,IRL,1994,4.6,,5.1,1990
Ireland,IRL,1995,4.3,,5.1,1990
Ireland,IRL,1996,4.4,,5.1,1990
Ireland,IRL,1997,4.3,,5.1,1990
Ireland,IRL,1998,4.5,,5.1,1990
Ireland,IRL,1999,4.9,,5.1,1990
Ireland,IRL,2000,5,,5.1,1990
Ireland,IRL,2001,5,,5.1,1990
Ireland,IRL,2002,5.2,,5.1,1990
Ireland,IRL,2003,5.1,,5.1,1990
Ireland,IRL,2004,5.2,,5.1,1990
Ireland,IRL,2005,5.1,,5.1,1990
Ireland,IRL,2006,5.2,,5.1,1990
Ireland,IRL,2007,5.2,,5.1,1990
Ireland,IRL,2008,4.9,,5.1,1990
Ireland,IRL,2009,4.8,,5.1,1990
Ireland,IRL,2010,4.5,,5.1,1990
Ireland,IRL,2011,4.3,,5.1,1990
Ireland,IRL,2012,4.5,,5.1,1990
Ireland,IRL,2013,4.5,,5.1,1990
Ireland,IRL,2014,4.7,,5.1,1990
Ireland,IRL,2015,4.7,,5.1,1990
Ireland,IRL,2016,4.8,,5.1,1990
Ireland,IRL,2017,4.6,,5.1,1990
Ireland,IRL,2018,4.3,,5.1,1990
Ireland,IRL,2019,4.1,,5.1,1990
Ireland,IRL,2020,1.9,,5.1,1990
Ireland,IRL,2023,,Europe,5.1,1990
Isle of Man,IMN,2023,,Europe,,
Israel,ISR,1970,8.9,,6.8,1990
Israel,ISR,1985,6.9,,6.8,1990
Israel,ISR,1986,7,,6.8,1990
Israel,ISR,1987,6.9,,6.8,1990
Israel,ISR,1988,7,,6.8,1990
Israel,ISR,1989,7.1,,6.8,1990
Israel,ISR,1990,6.8,,6.8,1990
Israel,ISR,1991,6.5,,6.8,1990
Israel,ISR,1992,6.4,,6.8,1990
Israel,ISR,1993,6.6,,6.8,1990
Israel,ISR,1994,6.7,,6.8,1990
Israel,ISR,1995,6.5,,6.8,1990
Israel,ISR,1996,6.3,,6.8,1990
Israel,ISR,1997,6.5,,6.8,1990
Israel,ISR,1998,6.7,,6.8,1990
Israel,ISR,1999,6.6,,6.8,1990
Israel,ISR,2000,6.4,,6.8,1990
Israel,ISR,2001,6.3,,6.8,1990
Israel,ISR,2002,6.2,,6.8,1990
Israel,ISR,2003,6.1,,6.8,1990
Israel,ISR,2004,5.9,,6.8,1990
Israel,ISR,2005,5.9,,6.8,1990
Israel,ISR,2006,6.3,,6.8,1990
Israel,ISR,2007,6.5,,6.8,1990
Israel,ISR,2008,6.8,,6.8,1990
Israel,ISR,2009,6.5,,6.8,1990
Israel,ISR,2010,6.3,,6.8,1990
Israel,ISR,2011,6.6,,6.8,1990
Israel,ISR,2012,6.4,,6.8,1990
Israel,ISR,2013,6.5,,6.8,1990
Israel,ISR,2014,6.2,,6.8,1990
Israel,ISR,2015,6.4,,6.8,1990
Israel,ISR,2016,6.2,,6.8,1990
Israel,ISR,2017,5.7,,6.8,1990
Israel,ISR,2018,5.6,,6.8,1990
Israel,ISR,2019,5.3,,6.8,1990
Israel,ISR,2023,,Asia,6.8,1990
Italy,ITA,1960,7.7,,5.6,1990
Italy,ITA,1961,7.9,,5.6,1990
Italy,ITA,1962,8,,5.6,1990
Italy,ITA,1963,8.2,,5.6,1990
Italy,ITA,1964,8.1,,5.6,1990
Italy,ITA,1965,7.7,,5.6,1990
Italy,ITA,1966,7.3,,5.6,1990
Italy,ITA,1967,7.2,,5.6,1990
Italy,ITA,1968,7,,5.6,1990
Italy,ITA,1969,7.2,,5.6,1990
Italy,ITA,1970,7.3,,5.6,1990
Italy,ITA,1971,7.5,,5.6,1990
Italy,ITA,1972,7.7,,5.6,1990
Italy,ITA,1973,7.6,,5.6,1990
Italy,ITA,1974,7.3,,5.6,1990
Italy,ITA,1975,6.7,,5.6,1990
Italy,ITA,1976,6.4,,5.6,1990
Italy,ITA,1977,6.2,,5.6,1990
Italy,ITA,1978,5.9,,5.6,1990
Italy,ITA,1979,5.8,,5.6,1990
Italy,ITA,1980,5.7,,5.6,1990
Italy,ITA,1981,5.6,,5.6,1990
Italy,ITA,1982,5.5,,5.6,1990
Italy,ITA,1983,5.4,,5.6,1990
Italy,ITA,1984,5.3,,5.6,1990
Italy,ITA,1985,5.3,,5.6,1990
Italy,ITA,1986,5.3,,5.6,1990
Italy,ITA,1987,5.4,,5.6,1990
Italy,ITA,1988,5.6,,5.6,1990
Italy,ITA,1989,5.7,,5.6,1990
Italy,ITA,1990,5.6,,5.6,1990
Italy,ITA,1991,5.5,,5.6,1990
Italy,ITA,1992,5.5,,5.6,1990
Italy,ITA,1993,5.3,,5.6,1990
Italy,ITA,1994,5.1,,5.6,1990
Italy,ITA,1995,5.1,,5.6,1990
Italy,ITA,1996,4.9,,5.6,1990
Italy,ITA,1997,4.9,,5.6,1990
Italy,ITA,1998,4.9,,5.6,1990
Italy,ITA,1999,4.9,,5.6,1990
Italy,ITA,2000,5,,5.6,1990
Italy,ITA,2001,4.6,,5.6,1990
Italy,ITA,2002,4.7,,5.6,1990
Italy,ITA,2003,4.6,,5.6,1990
Italy,ITA,2004,4.3,,5.6,1990
Italy,ITA,2005,4.3,,5.6,1990
Italy,ITA,2006,4.2,,5.6,1990
Italy,ITA,2007,4.3,,5.6,1990
Italy,ITA,2008,4.2,,5.6,1990
Italy,ITA,2009,3.9,,5.6,1990
Italy,ITA,2010,3.7,,5.6,1990
Italy,ITA,2011,3.4,,5.6,1990
Italy,ITA,2012,3.5,,5.6,1990
Italy,ITA,2013,3.2,,5.6,1990
Italy,ITA,2014,3.1,,5.6,1990
Italy,ITA,2015,3.2,,5.6,1990
Italy,ITA,2016,3.4,,5.6,1990
Italy,ITA,2017,3.2,,5.6,1990
Italy,ITA,2018,3.2,,5.6,1990
Italy,ITA,2019,3.1,,5.6,1990
Italy,ITA,2020,1.6,,5.6,1990
Italy,ITA,2023,,Europe,5.6,1990
Jamaica,JAM,2023,,North America,,
Japan,JPN,1960,9.3,,5.9,1990
Japan,JPN,1963,9.7,,5.9,1990
Japan,JPN,1964,9.9,,5.9,1990
Japan,JPN,1965,9.7,,5.9,1990
Japan,JPN,1966,9.5,,5.9,1990
Japan,JPN,1967,9.6,,5.9,1990
Japan,JPN,1968,9.5,,5.9,1990
Japan,JPN,1969,9.6,,5.9,1990
Japan,JPN,1970,10,,5.9,1990
Japan,JPN,1971,10.5,,5.9,1990
Japan,JPN,1972,10.4,,5.9,1990
Japan,JPN,1973,9.9,,5.9,1990
Japan,JPN,1974,9.1,,5.9,1990
Japan,JPN,1975,8.5,,5.9,1990
Japan,JPN,1976,7.8,,5.9,1990
Japan,JPN,1977,7.2,,5.9,1990
Japan,JPN,1978,6.9,,5.9,1990
Japan,JPN,1979,6.8,,5.9,1990
Japan,JPN,1980,6.7,,5.9,1990
Japan,JPN,1981,6.6,,5.9,1990
Japan,JPN,1982,6.6,,5.9,1990
Japan,JPN,1983,6.4,,5.9,1990
Japan,JPN,1984,6.2,,5.9,1990
Japan,JPN,1985,6.1,,5.9,1990
Japan,JPN,1986,5.9,,5.9,1990
Japan,JPN,1987,5.7,,5.9,1990
Japan,JPN,1988,5.8,,5.9,1990
Japan,JPN,1989,5.8,,5.9,1990
Japan,JPN,1990,5.9,,5.9,1990
Japan,JPN,1991,6,,5.9,1990
Japan,JPN,1992,6.1,,5.9,1990
Japan,JPN,1993,6.4,,5.9,1990
Japan,JPN,1994,6.3,,5.9,1990
Japan,JPN,1995,6.4,,5.9,1990
Japan,JPN,1996,6.4,,5.9,1990
Japan,JPN,1997,6.2,,5.9,1990
Japan,JPN,1998,6.3,,5.9,1990
Japan,JPN,1999,6.1,,5.9,1990
Japan,JPN,2000,6.4,,5.9,1990
Japan,JPN,2001,6.4,,5.9,1990
Japan,JPN,2002,6,,5.9,1990
Japan,JPN,2003,5.9,,5.9,1990
Japan,JPN,2004,5.7,,5.9,1990
Japan,JPN,2005,5.7,,5.9,1990
Japan,JPN,2006,5.8,,5.9,1990
Japan,JPN,2007,5.7,,5.9,1990
Japan,JPN,2008,5.8,,5.9,1990
Japan,JPN,2009,5.6,,5.9,1990
Japan,JPN,2010,5.5,,5.9,1990
Japan,JPN,2011,5.2,,5.9,1990
Japan,JPN,2012,5.3,,5.9,1990
Japan,JPN,2013,5.3,,5.9,1990
Japan,JPN,2014,5.1,,5.9,1990
Japan,JPN,2015,5.1,,5.9,1990
Japan,JPN,2016,5,,5.9,1990
Japan,JPN,2017,4.9,,5.9,1990
Japan,JPN,2018,4.7,,5.9,1990
Japan,JPN,2019,4.8,,5.9,1990
Japan,JPN,2020,4.3,,5.9,1990
Japan,JPN,2023,,Asia,5.9,1990
Jersey,JEY,2023,,Europe,,
Jordan,JOR,2023,,Asia,,
Kazakhstan,KAZ,2023,,Asia,,
Kenya,KEN,2023,,Africa,,
Kingdom of Bavaria,,2023,,Europe,,
Kingdom of Sardinia,,2023,,Europe,,
Kingdom of Saxony,,2023,,Europe,,
Kingdom of Wurttemberg,,2023,,Europe,,
Kingdom of the Two Sicilies,,2023,,Europe,,
Kiribati,KIR,2023,,Oceania,,
Korea (former),OWID_KRU,2023,,Asia,,
Kosovo,OWID_KOS,2023,,Europe,,
Kuwait,KWT,2023,,Asia,,
Kyrgyzstan,KGZ,2023,,Asia,,
Laos,LAO,2023,,Asia,,
Latvia,LVA,1960,11,,8.9,1990
Latvia,LVA,1961,10.5,,8.9,1990
Latvia,LVA,1962,10,,8.9,1990
Latvia,LVA,1963,9.5,,8.9,1990
Latvia,LVA,1964,8.6,,8.9,1990
Latvia,LVA,1965,8.8,,8.9,1990
Latvia,LVA,1966,9.8,,8.9,1990
Latvia,LVA,1967,9.9,,8.9,1990
Latvia,LVA,1968,10.2,,8.9,1990
Latvia,LVA,1969,10,,8.9,1990
Latvia,LVA,1970,10.2,,8.9,1990
Latvia,LVA,1971,10,,8.9,1990
Latvia,LVA,1972,9.4,,8.9,1990
Latvia,LVA,1973,9.8,,8.9,1990
Latvia,LVA,1974,10,,8.9,1990
Latvia,LVA,1975,10,,8.9,1990
Latvia,LVA,1976,9.6,,8.9,1990
Latvia,LVA,1977,10,,8.9,1990
Latvia,LVA,1978,10.2,,8.9,1990
Latvia,LVA,1979,10,,8.9,1990
Latvia,LVA,1980,9.8,,8.9,1990
Latvia,LVA,1981,9.8,,8.9,1990
Latvia,LVA,1982,9.7,,8.9,1990
Latvia,LVA,1983,9.5,,8.9,1990
Latvia,LVA,1984,9.2,,8.9,1990
Latvia,LVA,1985,9.3,,8.9,1990
Latvia,LVA,1986,9.7,,8.9,1990
Latvia,LVA,1987,9.7,,8.9,1990
Latvia,LVA,1988,9.5,,8.9,1990
Latvia,LVA,1989,9.2,,8.9,1990
Latvia,LVA,1990,8.9,,8.9,1990
Latvia,LVA,1991,8.4,,8.9,1990
Latvia,LVA,1992,7.2,,8.9,1990
Latvia,LVA,1993,5.7,,8.9,1990
Latvia,LVA,1994,4.6,,8.9,1990
Latvia,LVA,1995,4.5,,8.9,1990
Latvia,LVA,1996,3.9,,8.9,1990
Latvia,LVA,1997,4,,8.9,1990
Latvia,LVA,1998,4,,8.9,1990
Latvia,LVA,1999,3.9,,8.9,1990
Latvia,LVA,2000,3.9,,8.9,1990
Latvia,LVA,2001,4,,8.9,1990
Latvia,LVA,2002,4.2,,8.9,1990
Latvia,LVA,2003,4.4,,8.9,1990
Latvia,LVA,2004,4.6,,8.9,1990
Latvia,LVA,2005,5.6,,8.9,1990
Latvia,LVA,2006,6.6,,8.9,1990
Latvia,LVA,2007,7,,8.9,1990
Latvia,LVA,2008,5.9,,8.9,1990
Latvia,LVA,2009,4.6,,8.9,1990
Latvia,LVA,2010,4.4,,8.9,1990
Latvia,LVA,2011,5.2,,8.9,1990
Latvia,LVA,2012,5.5,,8.9,1990
Latvia,LVA,2013,5.7,,8.9,1990
Latvia,LVA,2014,6.3,,8.9,1990
Latvia,LVA,2015,6.9,,8.9,1990
Latvia,LVA,2016,6.6,,8.9,1990
Latvia,LVA,2017,6.8,,8.9,1990
Latvia,LVA,2018,6.8,,8.9,1990
Latvia,LVA,2019,6.7,,8.9,1990
Latvia,LVA,2020,5.6,,8.9,1990
Latvia,LVA,2023,,Europe,8.9,1990
Lebanon,LBN,2023,,Asia,,
Lesotho,LSO,2023,,Africa,,
Liberia,LBR,2023,,Africa,,
Libya,LBY,2023,,Africa,,
Liechtenstein,LIE,2023,,Europe,,
Lithuania,LTU,1960,10.1,,9.8,1990
Lithuania,LTU,1961,9.9,,9.8,1990
Lithuania,LTU,1962,9.3,,9.8,1990
Lithuania,LTU,1963,8.7,,9.8,1990
Lithuania,LTU,1964,8.6,,9.8,1990
Lithuania,LTU,1965,8.4,,9.8,1990
Lithuania,LTU,1966,9.2,,9.8,1990
Lithuania,LTU,1967,9.2,,9.8,1990
Lithuania,LTU,1968,9.5,,9.8,1990
Lithuania,LTU,1969,9.7,,9.8,1990
Lithuania,LTU,1970,9.5,,9.8,1990
Lithuania,LTU,1971,9.2,,9.8,1990
Lithuania,LTU,1972,8.8,,9.8,1990
Lithuania,LTU,1973,8.8,,9.8,1990
Lithuania,LTU,1974,8.8,,9.8,1990
Lithuania,LTU,1975,9,,9.8,1990
Lithuania,LTU,1976,9,,9.8,1990
Lithuania,LTU,1977,9.2,,9.8,1990
Lithuania,LTU,1978,9.1,,9.8,1990
Lithuania,LTU,1979,9.4,,9.8,1990
Lithuania,LTU,1980,9.2,,9.8,1990
Lithuania,LTU,1981,9.1,,9.8,1990
Lithuania,LTU,1982,9.4,,9.8,1990
Lithuania,LTU,1983,9.6,,9.8,1990
Lithuania,LTU,1984,9.7,,9.8,1990
Lithuania,LTU,1985,9.7,,9.8,1990
Lithuania,LTU,1986,9.9,,9.8,1990
Lithuania,LTU,1987,9.7,,9.8,1990
Lithuania,LTU,1988,9.6,,9.8,1990
Lithuania,LTU,1989,9.4,,9.8,1990
Lithuania,LTU,1990,9.8,,9.8,1990
Lithuania,LTU,1991,9.2,,9.8,1990
Lithuania,LTU,1992,8.1,,9.8,1990
Lithuania,LTU,1993,6.4,,9.8,1990
Lithuania,LTU,1994,6.4,,9.8,1990
Lithuania,LTU,1995,6.1,,9.8,1990
Lithuania,LTU,1996,5.7,,9.8,1990
Lithuania,LTU,1997,5.3,,9.8,1990
Lithuania,LTU,1998,5.2,,9.8,1990
Lithuania,LTU,1999,5.1,,9.8,1990
Lithuania,LTU,2000,4.8,,9.8,1990
Lithuania,LTU,2001,4.5,,9.8,1990
Lithuania,LTU,2002,4.7,,9.8,1990
Lithuania,LTU,2003,5,,9.8,1990
Lithuania,LTU,2004,5.7,,9.8,1990
Lithuania,LTU,2005,6,,9.8,1990
Lithuania,LTU,2006,6.5,,9.8,1990
Lithuania,LTU,2007,7.1,,9.8,1990
Lithuania,LTU,2008,7.5,,9.8,1990
Lithuania,LTU,2009,6.5,,9.8,1990
Lithuania,LTU,2010,6,,9.8,1990
Lithuania,LTU,2011,6.3,,9.8,1990
Lithuania,LTU,2012,6.9,,9.8,1990
Lithuania,LTU,2013,6.9,,9.8,1990
Lithuania,LTU,2014,7.6,,9.8,1990
Lithuania,LTU,2015,7.6,,9.8,1990
Lithuania,LTU,2016,7.4,,9.8,1990
Lithuania,LTU,2017,7.5,,9.8,1990
Lithuania,LTU,2018,7,,9.8,1990
Lithuania,LTU,2019,7,,9.8,1990
Lithuania,LTU,2020,5.5,,9.8,1990
Lithuania,LTU,2023,,Europe,9.8,1990
Luxembourg,LUX,1960,7.1,,6.1,1990
Luxembourg,LUX,1961,7,,6.1,1990
Luxembourg,LUX,1962,6.7,,6.1,1990
Luxembourg,LUX,1963,6.6,,6.1,1990
Luxembourg,LUX,1964,6.6,,6.1,1990
Luxembourg,LUX,1965,6.6,,6.1,1990
Luxembourg,LUX,1966,6.6,,6.1,1990
Luxembourg,LUX,1967,6.4,,6.1,1990
Luxembourg,LUX,1968,6.5,,6.1,1990
Luxembourg,LUX,1969,6.6,,6.1,1990
Luxembourg,LUX,1970,6.4,,6.1,1990
Luxembourg,LUX,1971,6.5,,6.1,1990
Luxembourg,LUX,1972,6.6,,6.1,1990
Luxembourg,LUX,1973,5.9,,6.1,1990
Luxembourg,LUX,1974,6.2,,6.1,1990
Luxembourg,LUX,1975,6.8,,6.1,1990
Luxembourg,LUX,1976,6.2,,6.1,1990
Luxembourg,LUX,1977,6.2,,6.1,1990
Luxembourg,LUX,1978,5.9,,6.1,1990
Luxembourg,LUX,1979,5.7,,6.1,1990
Luxembourg,LUX,1980,5.9,,6.1,1990
Luxembourg,LUX,1981,5.4,,6.1,1990
Luxembourg,LUX,1982,5.7,,6.1,1990
Luxembourg,LUX,1983,5.4,,6.1,1990
Luxembourg,LUX,1984,5.4,,6.1,1990
Luxembourg,LUX,1985,5.4,,6.1,1990
Luxembourg,LUX,1986,5.1,,6.1,1990
Luxembourg,LUX,1987,5.3,,6.1,1990
Luxembourg,LUX,1988,5.6,,6.1,1990
Luxembourg,LUX,1989,5.8,,6.1,1990
Luxembourg,LUX,1990,6.1,,6.1,1990
Luxembourg,LUX,1991,6.7,,6.1,1990
Luxembourg,LUX,1992,6.4,,6.1,1990
Luxembourg,LUX,1993,6,,6.1,1990
Luxembourg,LUX,1994,5.8,,6.1,1990
Luxembourg,LUX,1995,5.1,,6.1,1990
Luxembourg,LUX,1996,5.1,,6.1,1990
Luxembourg,LUX,1997,4.8,,6.1,1990
Luxembourg,LUX,1998,4.8,,6.1,1990
Luxembourg,LUX,1999,4.9,,6.1,1990
Luxembourg,LUX,2000,4.9,,6.1,1990
Luxembourg,LUX,2001,4.5,,6.1,1990
Luxembourg,LUX,2002,4.5,,6.1,1990
Luxembourg,LUX,2003,4.4,,6.1,1990
Luxembourg,LUX,2004,4.4,,6.1,1990
Luxembourg,LUX,2005,4.4,,6.1,1990
Luxembourg,LUX,2006,4.1,,6.1,1990
Luxembourg,LUX,2007,4.1,,6.1,1990
Luxembourg,LUX,2008,3.9,,6.1,1990
Luxembourg,LUX,2009,3.5,,6.1,1990
Luxembourg,LUX,2010,3.5,,6.1,1990
Luxembourg,LUX,2011,3.3,,6.1,1990
Luxembourg,LUX,2012,3.4,,6.1,1990
Luxembourg,LUX,2013,3.2,,6.1,1990
Luxembourg,LUX,2014,3,,6.1,1990
Luxembourg,LUX,2015,3.6,,6.1,1990
Luxembourg,LUX,2016,3.2,,6.1,1990
Luxembourg,LUX,2017,3.2,,6.1,1990
Luxembourg,LUX,2018,3.1,,6.1,1990
Luxembourg,LUX,2019,3.5,,6.1,1990
Luxembourg,LUX,2020,2.9,,6.1,1990
Luxembourg,LUX,2023,,Europe,6.1,1990
Macao,MAC,2023,,Asia,,
Madagascar,MDG,2023,,Africa,,
Malawi,MWI,2023,,Africa,,
Malaysia,MYS,2023,,Asia,,
Maldives,MDV,2023,,Asia,,
Mali,MLI,2023,,Africa,,
Malta,MLT,1960,6,,7.1,1990
Malta,MLT,1961,6,,7.1,1990
Malta,MLT,1962,5.8,,7.1,1990
Malta,MLT,1963,6.3,,7.1,1990
Malta,MLT,1964,6.4,,7.1,1990
Malta,MLT,1965,6.2,,7.1,1990
Malta,MLT,1966,6.2,,7.1,1990
Malta,MLT,1967,6.5,,7.1,1990
Malta,MLT,1968,7,,7.1,1990
Malta,MLT,1969,7.2,,7.1,1990
Malta,MLT,1970,7.9,,7.1,1990
Malta,MLT,1971,8.9,,7.1,1990
Malta,MLT,1972,9.7,,7.1,1990
Malta,MLT,1973,11,,7.1,1990
Malta,MLT,1974,11.6,,7.1,1990
Malta,MLT,1975,9.2,,7.1,1990
Malta,MLT,1976,9.6,,7.1,1990
Malta,MLT,1977,9.9,,7.1,1990
Malta,MLT,1978,9.2,,7.1,1990
Malta,MLT,1979,8.6,,7.1,1990
Malta,MLT,1980,8.8,,7.1,1990
Malta,MLT,1981,9,,7.1,1990
Malta,MLT,1982,8.6,,7.1,1990
Malta,MLT,1983,8.4,,7.1,1990
Malta,MLT,1984,8,,7.1,1990
Malta,MLT,1985,7.6,,7.1,1990
Malta,MLT,1986,7.7,,7.1,1990
Malta,MLT,1987,7.1,,7.1,1990
Malta,MLT,1988,7.3,,7.1,1990
Malta,MLT,1989,7.1,,7.1,1990
Malta,MLT,1990,7.1,,7.1,1990
Malta,MLT,1991,7.1,,7.1,1990
Malta,MLT,1992,6.6,,7.1,1990
Malta,MLT,1993,6.8,,7.1,1990
Malta,MLT,1994,6.7,,7.1,1990
Malta,MLT,1995,6.1,,7.1,1990
Malta,MLT,1996,6.2,,7.1,1990
Malta,MLT,1997,6.4,,7.1,1990
Malta,MLT,1998,6.5,,7.1,1990
Malta,MLT,1999,6.4,,7.1,1990
Malta,MLT,2000,6.7,,7.1,1990
Malta,MLT,2001,5.6,,7.1,1990
Malta,MLT,2002,5.7,,7.1,1990
Malta,MLT,2003,5.9,,7.1,1990
Malta,MLT,2004,6,,7.1,1990
Malta,MLT,2005,5.9,,7.1,1990
Malta,MLT,2006,6.3,,7.1,1990
Malta,MLT,2007,6.1,,7.1,1990
Malta,MLT,2008,6.1,,7.1,1990
Malta,MLT,2009,5.7,,7.1,1990
Malta,MLT,2010,6.3,,7.1,1990
Malta,MLT,2011,6.2,,7.1,1990
Malta,MLT,2012,6.7,,7.1,1990
Malta,MLT,2013,6.1,,7.1,1990
Malta,MLT,2014,6.6,,7.1,1990
Malta,MLT,2015,6.7,,7.1,1990
Malta,MLT,2016,6.7,,7.1,1990
Malta,MLT,2017,6.3,,7.1,1990
Malta,MLT,2018,5.8,,7.1,1990
Malta,MLT,2019,5.3,,7.1,1990
Malta,MLT,2020,2.2,,7.1,1990
Malta,MLT,2023,,Europe,7.1,1990
Marshall Islands,MHL,2023,,Oceania,,
Martinique,MTQ,2023,,North America,,
Mauritania,MRT,2023,,Africa,,
Mauritius,MUS,2023,,Africa,,
Mayotte,MYT,2023,,Africa,,
Mexico,MEX,1970,7,,7.4,1990
Mexico,MEX,1980,7.1,,7.4,1990
Mexico,MEX,1985,7.4,,7.4,1990
Mexico,MEX,1990,7.4,,7.4,1990
Mexico,MEX,1991,7.4,,7.4,1990
Mexico,MEX,1992,7.4,,7.4,1990
Mexico,MEX,1993,7.2,,7.4,1990
Mexico,MEX,1994,7.2,,7.4,1990
Mexico,MEX,1995,7,,7.4,1990
Mexico,MEX,1996,7,,7.4,1990
Mexico,MEX,1997,7.3,,7.4,1990
Mexico,MEX,1998,7.2,,7.4,1990
Mexico,MEX,1999,7.5,,7.4,1990
Mexico,MEX,2000,7,,7.4,1990
Mexico,MEX,2001,6.5,,7.4,1990
Mexico,MEX,2002,6,,7.4,1990
Mexico,MEX,2003,5.6,,7.4,1990
Mexico,MEX,2004,5.7,,7.4,1990
Mexico,MEX,2005,5.6,,7.4,1990
Mexico,MEX,2006,5.4,,7.4,1990
Mexico,MEX,2007,5.4,,7.4,1990
